Manufacturer,Model,Device Codename,Chipset Processor,DPI,Pixel
 Realme, RMX3360, RE54ABL1, qcom, 408dpi, 1080x2293
 Realme, RMX3366, RE546F, qcom, 480dpi, 1080x2304
 realme, RMX1851, RE54ABL1, mt6833, 133dpi, 1080x2340
 Realme, RMX1931, RMX1931L1, qcom, 480dpi, 2048x2048
 Realme, RMX2155, RMX2155L1, mt6785, 480dpi, 2048x2048
 Realme, RMX3363, RE54ABL1, qcom, 480dpi, 2048x2048
 Realme, RMX1821, RMX1821, mt6771, 320dpi, 720x1370
 Realme, RMX1825, RMX1825, mt6771, 320dpi, 720x1378
 Realme, RMX1827, RMX1827, mt6771, 320dpi, 720x1378
 Realme, RMX1941, RMX1941, mt6765, 360dpi, 720x1400
 Realme, RMX3201, RMX3201, mt6765, 360dpi, 720x1437
 Realme, RMX3231, RMX3231, RMX3231, 360dpi, 720x1437
 Realme, RMX3261, RMX3261, S19610AA1, 360dpi, 720x1437
 Realme, RMX2101, RE50BF, qcom, 320dpi, 720x1441
 Realme, RMX1927, RMX1927, qcom, 360dpi, 720x1445
 Realme, RMX2020, RMX2020, mt6768, 360dpi, 720x1445
 Realme, RMX2027, RMX2027, mt6768, 360dpi, 720x1445
 Realme, RMX2030, RMX2030, qcom, 360dpi, 720x1445
 Realme, RMX2030, RMX2030L1, qcom, 360dpi, 720x1445
 Realme, RMX2180, RMX2180, mt6765, 360dpi, 720x1445
 Realme, RMX2185, RMX2185, mt6765, 360dpi, 720x1445
 Realme, RMX2040, RMX2040, mt6768, 320dpi, 720x1448
 Realme, RMX2193, RMX2193, mt6768, 320dpi, 720x1448
 Realme, RMX3063, RMX3063, mt6765, 320dpi, 720x1448
 Realme, RMX3171, RMX3171, mt6768, 320dpi, 720x1448
 Realme, RMX3191, RMX3191, mt6768, 320dpi, 720x1448
 Realme, RMX3195, RMX3195, mt6768, 320dpi, 720x1448
 Realme, RMX3201, unknown, mt6765, 320dpi, 720x1448
 Realme, RMX3263, RED8D1, S19610AA1, 320dpi, 720x1448
 Realme, RMX3269, RED8F6, RMX3265, 320dpi, 720x1448
 Realme, RMX3430, RED8AF, mt6768, 320dpi, 720x1448
 Realme, RMX3501, RE549C, ums9230_nico, 320dpi, 720x1448
 Realme, RMX1911, RMX1911, qcom, 320dpi, 720x1456
 Realme, RMX1911, RMX1911L1, qcom, 320dpi, 720x1456
 Realme, RMX2021, RMX2021, mt6768, 320dpi, 720x1456
 Realme, RMX2189, RMX2189, mt6765, 320dpi, 720x1456
 Realme, RMX2195, RECE4244, qcom, 272dpi, 720x1544
 Sony, F5122, F5122, qcom, 540dpi, 1080x1758
 Sony, F8331, F8331, qcom, 540dpi, 1080x1758
 Sony, G3226, G3226, mt6757, 540dpi, 1080x1758
 Sony, G3412, G3412, mt6757, 540dpi, 1080x1758
 Sony, G3416, G3416, mt6757, 540dpi, 1080x1758
 Sony, G8142, G8142, qcom, 540dpi, 1080x1758
 Sony, G8342, G8342, qcom, 540dpi, 1080x1758
 Sony, H4113, H4113, qcom, 540dpi, 1080x1758
 Sony, C6503, C6503, qcom, 480dpi, 1080x1776
 Sony, C6603, C6603, qcom, 480dpi, 1080x1776
 Sony, D6503, D6503, qcom, 480dpi, 1080x1776
 Sony, D6603, D6603, qcom, 480dpi, 1080x1776
 Sony, D6633, D6633, qcom, 480dpi, 1080x1776
 Sony, E5303, E5303, mt6752, 480dpi, 1080x1776
 Sony, E5533, E5533, mt6752, 480dpi, 1080x1776
 Sony, E5603, E5603, mt6795, 480dpi, 1080x1776
 Sony, E5633, E5633, mt6795, 480dpi, 1080x1776
 Sony, E6533, E6533, qcom, 480dpi, 1080x1776
 Sony, E6603, E6603, qcom, 480dpi, 1080x1776
 Sony, E6633, E6633, qcom, 480dpi, 1080x1776
 Sony, E6653, E6653, qcom, 480dpi, 1080x1776
 Sony, E6683, E6683, qcom, 480dpi, 1080x1776
 Sony, E6853, E6853, qcom, 480dpi, 1080x1776
 Sony, E6883, E6883, qcom, 480dpi, 1080x1776
 Sony, F3211, F3211, mt6755, 480dpi, 1080x1776
 Sony, F3212, F3212, mt6755, 480dpi, 1080x1776
 Sony, F5121, F5121, qcom, 480dpi, 1080x1776
 Sony, F8131, F8131, qcom, 480dpi, 1080x1776
 Sony, F8132, F8132, qcom, 480dpi, 1080x1776
 Sony, F8332, F8332, qcom, 480dpi, 1080x1776
 Sony, G3212, G3212, mt6757, 480dpi, 1080x1776
 Sony, G3221, G3221, mt6757, 480dpi, 1080x1776
 Sony, G3223, G3223, mt6757, 480dpi, 1080x1776
 Sony, G8141, G8141, qcom, 480dpi, 1080x1776
 Sony, G8232, G8232, qcom, 480dpi, 1080x1776
 Sony, G8341, G8341, qcom, 480dpi, 1080x1776
 Sony, H3113, H3113, qcom, 480dpi, 1080x1776
 Sony, H3213, H3213, qcom, 480dpi, 1080x1776
 Sony, H4133, H4133, qcom, 480dpi, 1080x1776
 Sony, H4213, H4213, qcom, 480dpi, 1080x1776
 Sony, H8166, H8166, qcom, 420dpi, 1080x1794
 Sony, H3223, H3223, qcom, 408dpi, 1080x1798
 Sony, C6833, C6833, qcom, 320dpi, 1080x1824
 Sony, H8266, H8266, qcom, 540dpi, 1080x1998
 Sony, H8314, H8314, qcom, 540dpi, 1080x1998
 Sony, H8216, H8216, qcom, 480dpi, 1080x2016
 Sony, H8296, H8296, qcom, 480dpi, 1080x2016
 Sony, H8324, H8324, qcom, 480dpi, 1080x2016
 Sony, H4413, H4413, qcom, 460dpi, 1080x2022
 Sony, H4493, H4493, qcom, 420dpi, 1080x2034
 Sony, I4113, I4113, qcom, 540dpi, 1080x2358
 Sony, I4213, I4213, qcom, 540dpi, 1080x2358
 Sony, XQ-AS52, XQ-AS52, qcom, 540dpi, 1080x2358
 Sony, J9210, J9210, qcom, 460dpi, 1080x2382
 Sony, XQ-CQ54, XQ-CQ54, qcom, 450dpi, 1080x2385
 Sony, I3223, I3223, qcom, 420dpi, 1080x2394
 Sony, I4293, I4293, qcom, 420dpi, 1080x2394
 Sony, XQ-AS62, XQ-AS62, qcom, 420dpi, 1080x2394
 Sony, XQ-AU52, XQ-AU52, qcom, 420dpi, 1080x2394
 Sony, XQ-CC54, XQ-CC54, qcom, 420dpi, 1080x2394
 Sony, XQ-BT52, XQ-BT52, qcom, 460dpi, 1080x2394
 Sony, J9110, J9110, qcom, 420dpi, 1096x2434
 Sony, XQ-AT51, XQ-AT51, qcom, 420dpi, 1096x2434
 Sony, XQ-AT52, XQ-AT52, qcom, 420dpi, 1096x2434
 Sony, XQ-BC52, XQ-BC52, qcom, 420dpi, 1096x2434
 Sony, XQ-BC72, XQ-BC72, qcom, 420dpi, 1096x2434
 Sony, XQ-BE72, XQ-BE72, qcom, 420dpi, 1096x2434
 Sony, F3111, F3111, mt6755, 320dpi, 1184x720
 Sony, F3112, F3112, mt6755, 320dpi, 1184x720
 Sony, SGP621, SGP621, qcom, 320dpi, 1200x1824
 Sony, SGP521, SGP521, qcom, 240dpi, 1200x1848
 Sony, SO-02G, SO-02G, SO-02G, 640dpi, 1440x2560
 Sony, H9436, H9436, qcom, 720dpi, 1440x2664
 Sony, H8416, H8416, qcom, 560dpi, 1440x2712
 Sony, H9493, H9493, qcom, 560dpi, 1440x2712
 Sony, SGP771, SGP771, qcom, 320dpi, 1600x2464
 Sony, SGP311, SGP311, qcom, 240dpi, 1920x1128
 Sony, F5321, F5321, qcom, 360dpi, 720x1172
 Sony, G3112, G3112, mt6757, 360dpi, 720x1172
 Sony, G3312, G3312, mt6735, 360dpi, 720x1172
 Sony, H4311, H4311, mt6735, 360dpi, 720x1172
 Sony, D5103, D5103, qcom, 320dpi, 720x1184
 Sony, D5503, D5503, qcom, 320dpi, 720x1184
 Sony, D5803, D5803, qcom, 320dpi, 720x1184
 Sony, E2303, E2303, qcom, 320dpi, 720x1184
 Sony, E2363, E2363, qcom, 320dpi, 720x1184
 Sony, E5823, E5823, qcom, 320dpi, 720x1184
 Sony, F3311, F3311, mt6735, 320dpi, 720x1184
 Sony, F3313, F3313, mt6735, 320dpi, 720x1184
 Sony, G3116, G3116, mt6757, 320dpi, 720x1184
 Sony, G3121, G3121, mt6757, 320dpi, 720x1184
 Sony, G3311, G3311, mt6735, 320dpi, 720x1184
 Sony, G8441, G8441, qcom, 320dpi, 720x1184
 Sony, G3313, G3313, mt6735, 272dpi, 720x1198
 Sony, D5303, D5303, qcom, 240dpi, 720x1208
 Sony, I4312, I4312, mt6765, 360dpi, 720x1332
 Sony, I3312, I3312, mt6765, 320dpi, 720x1344
 TCL, 6045K, idol3, qcom, 480dpi, 1080x1776
 TCL, 6045Y, idol3, qcom, 480dpi, 1080x1776
 TCL, 6055K, idol4, qcom, 480dpi, 1080x1776
 TCL, 5095K, shine_plus, mt6755, 480dpi, 1080x1920
 TCL, 5099D, A3A_XL_4G, mt6735, 480dpi, 1080x2028
 TCL, 5099D_RU, A3A_XL_4G, mt6735, 480dpi, 1080x2028
 TCL, 5099Y, A3A_XL_4G, mt6735, 480dpi, 1080x2028
 TCL, 6062W, A70AXLTMO, mt6763, 480dpi, 1080x2028
 TCL, T770H, T1_LITE, qcom, 480dpi, 1080x2098
 TCL, T780H, T1, qcom, 480dpi, 1080x2098
 TCL, T782H, Boston, qcom, 480dpi, 1080x2122
 TCL, T774H, Richland, qcom, 480dpi, 1080x2154
 TCL, T775B, Richland_Pro, qcom, 480dpi, 1080x2154
 TCL, T775H, Richland_Pro, qcom, 480dpi, 1080x2154
 TCL, T676K, Passat, mt6765, 480dpi, 1080x2166
 TCL, 6070K, idol4s, qcom, 640dpi, 1440x2368
 TCL, 5046D, mickey6, mt6735, 320dpi, 720x1184
 TCL, 5046Y, mickey6, mt6735, 320dpi, 720x1184
 TCL, 5049E, mickey6t, mt6735, 320dpi, 720x1184
 TCL, 6039K, idol347, qcom, 320dpi, 720x1184
 TCL, 6039Y, idol347, qcom, 320dpi, 720x1184
 TCL, 9008J, PIXI5-6_4G, mt6735, 272dpi, 720x1280
 TCL, 5022D, PLAY-5, mt6580, 320dpi, 720x1280
 TCL, 5023F, Pixi4PlusPower, mt6580, 320dpi, 720x1280
 TCL, 5025D, PIXI3-55, mt6580, 320dpi, 720x1280
 TCL, 5047D, BUZZ6E, mt6735, 320dpi, 720x1280
 TCL, 5047Y, BUZZ6E, mt6735, 320dpi, 720x1280
 TCL, 5051D, POP45, qcom, 320dpi, 720x1280
 TCL, 5051J, POP45, qcom, 320dpi, 720x1280
 TCL, 5051X, POP45, qcom, 320dpi, 720x1280
 TCL, 5056D, POP455C, qcom, 320dpi, 720x1280
 TCL, 5056X, POP455C, qcom, 320dpi, 720x1280
 TCL, 5080X, shine_lite, mt6735, 320dpi, 720x1280
 TCL, 6042D, CROSSAPAC, mt6592, 320dpi, 720x1280
 TCL, 7048X, alto5_sporty, qcom, 320dpi, 720x1280
 TCL, 8050D, Pixi4-6_3G, mt6580, 320dpi, 720x1280
 TCL, 8050E, Pixi4-6_3G, mt6580, 320dpi, 720x1280
 TCL, 9008D, PIXI5-6_4G, mt6735, 320dpi, 720x1280
 TCL, 5024D_RU, Faraday, s9863a3h10, 360dpi, 720x1332
 TCL, 5032W, Morgan_4G, mt6765, 360dpi, 720x1332
 TCL, 5124J, Faraday, s9863a3h10, 360dpi, 720x1332
 TCL, 5002H_TR, Seoul, qcom, 320dpi, 720x1344
 TCL, 5024D_EEA, Faraday, s9863a3h10, 320dpi, 720x1344
 TCL, 5024J, Faraday, s9863a3h10, 320dpi, 720x1344
 TCL, 5008Y_RU, Edison, mt6739, 320dpi, 720x1352
 TCL, 5026D, A3A_XL_3G, mt6580, 320dpi, 720x1352
 TCL, 5034D_RU, A3A_LITE, mt6739, 320dpi, 720x1352
 TCL, 5052D_RU, A3A, mt6739, 320dpi, 720x1352
 TCL, 5060D_RU, A5X, mt6765, 320dpi, 720x1352
 TCL, 5152D, A3A, mt6739, 320dpi, 720x1352
 TCL, 5053Y_RU, Gauss, qcom, 320dpi, 720x1410
 TCL, 6102H, Cruze_Lite_S, mt6762, 320dpi, 720x1456
 TCL, 6165H, Cruze_Pro, mt6762, 320dpi, 720x1456
 TCL, 5048Y_RU, Venice, mt6763, 320dpi, 720x1460
 TCL, 6156D, Hong_Kong_Pro, mt6762, 320dpi, 720x1460
 TCL, T766H_EEA, Oakland, mt6762, 320dpi, 720x1460
 TCL, T767H, Buffalo, mt6833, 320dpi, 720x1460
 TCL, T766H_RU, Oakland, mt6762, 320dpi, 720x1461
 TCL, T671H, Austin, qcom, 320dpi, 720x1490
 TCL, T671E, Austin, qcom, 320dpi, 720x1554
 TCL/Alcatel, 5002D_RU, Seoul, qcom, 320dpi, 720x1344
 TCL/Alcatel, 5002F_RU, Seoul, qcom, 320dpi, 720x1344
 TCL/Alcatel, 5002H_RU, Seoul, qcom, 320dpi, 720x1344
 TCL/Alcatel, 5006D,5006, mt8321, 320dpi, 720x1344
 TCL/Alcatel, 4087U_EEA, Jakarta_Lite, s9863a1h10, 320dpi, 720x1368
 TCL/Alcatel, 5007U_EEA, Tokyo_Lite, mt6762, 320dpi, 720x1368
 TCL/Alcatel, 5007U_RU, Tokyo_Lite, mt6762, 320dpi, 720x1368
 TCL/Alcatel, 5028D_EEA, Tokyo, mt6762, 320dpi, 720x1368
 TCL/Alcatel, 5028Y_RU, Tokyo, mt6762, 320dpi, 720x1368
 TCL/Alcatel, 5029Y_RU, TokyoPro, mt6762, 320dpi, 720x1368
 TCL/Alcatel, 5030D_EEA, Jakarta, s9863a1h10, 320dpi, 720x1368
 TCL/Alcatel, 5030F_EEA, Jakarta, s9863a1h10, 320dpi, 720x1368
 TCL/Alcatel, 6025D_EEA, HONG_KONG, mt6762, 320dpi, 720x1460
 TCL/Alcatel, 6056D, Hong_Kong_Pro, mt6762, 320dpi, 720x1460
 TCL/Alcatel, 6056H, Hong_Kong_Pro, mt6762, 320dpi, 720x1460
 TCL/Alcatel, 5061K_EEA, Milan, mt6762, 320dpi, 720x1461
 TCL/Alcatel, 5061U_EEA, Milan, mt6762, 320dpi, 720x1461
 TECNO MOBILE LIMITED/TECNO, TECNO CD8, TECNO-CD8, mt6765, 480dpi, 1080x2196
 TECNO MOBILE LIMITED/TECNO, TECNO CG7, TECNO-CG7, mt6769, 480dpi, 1080x2208
 TECNO MOBILE LIMITED/TECNO, TECNO CG7n, TECNO-CG7n, mt6769, 480dpi, 1080x2208
 TECNO MOBILE LIMITED/TECNO, TECNO CH6i, TECNO-CH6i, mt6769, 480dpi, 1080x2208
 TECNO MOBILE LIMITED/TECNO, TECNO LE7n, TECNO-LE7n, mt6769, 480dpi, 1080x2208
 TECNO MOBILE LIMITED/TECNO, TECNO KB8, TECNO-KB8, mt6761, 320dpi, 720x1332
 TECNO MOBILE LIMITED/TECNO, TECNO F4 Pro, TECNO-F4Pro, mt6739, 320dpi, 720x1344
 TECNO MOBILE LIMITED/TECNO, TECNO LA7, TECNO-LA7, mt6739, 320dpi, 720x1344
 TECNO MOBILE LIMITED/TECNO, TECNO LA7 Pro, TECNO-LA7-13M, mt6739, 320dpi, 720x1344
 TECNO MOBILE LIMITED/TECNO, TECNO RA8, TECNO-RA8, mt6761, 320dpi, 720x1344
 TECNO MOBILE LIMITED/TECNO, TECNO CB7, TECNO-CB7, mt6761, 320dpi, 720x1360
 TECNO MOBILE LIMITED/TECNO, TECNO KA9, TECNO-KA9, mt6735, 320dpi, 720x1360
 TECNO MOBILE LIMITED/TECNO, TECNO BD1, TECNO-BD1, sp7731e_1h10, 320dpi, 720x1368
 TECNO MOBILE LIMITED/TECNO, TECNO KC6, TECNO-KC6, mt6761, 320dpi, 720x1392
 TECNO MOBILE LIMITED/TECNO, TECNO CF7, TECNO-CF7, mt6739, 320dpi, 720x1404
 TECNO MOBILE LIMITED/TECNO, TECNO CD6, TECNO-CD6, mt6765, 320dpi, 720x1424
 TECNO MOBILE LIMITED/TECNO, TECNO CD7, TECNO-CD7, mt6765, 320dpi, 720x1424
 TECNO MOBILE LIMITED/TECNO, TECNO KD7, TECNO-KD7, mt6765, 320dpi, 720x1424
 TECNO MOBILE LIMITED/TECNO, TECNO KD7h, TECNO-KD7h, mt6761, 320dpi, 720x1424
 TECNO MOBILE LIMITED/TECNO, TECNO CC6, TECNO-CC6, mt6761, 320dpi, 720x1428
 TECNO MOBILE LIMITED/TECNO, TECNO CG6j, TECNO-CG6j, mt6769, 320dpi, 720x1428
 TECNO MOBILE LIMITED/TECNO, TECNO KC3, TECNO-KC3, mt6765, 320dpi, 720x1428
 TECNO MOBILE LIMITED/TECNO, TECNO KF8, TECNO-KF8, mt6769, 320dpi, 720x1428
 TECNO MOBILE LIMITED/TECNO, TECNO KE5, TECNO-KE5, mt6761, 360dpi, 720x1428
 TECNO MOBILE LIMITED/TECNO, TECNO KC8, TECNO-KC8, mt6761, 320dpi, 720x1432
 TECNO MOBILE LIMITED/TECNO, TECNO KF6m, TECNO-KF6m, mt6762, 320dpi, 720x1432
 TECNO MOBILE LIMITED/TECNO, TECNO KF6n, TECNO-KF6n, mt6762, 320dpi, 720x1432
 TECNO MOBILE LIMITED/TECNO, TECNO BB4k, TECNO-BB4k, mt6761, 320dpi, 720x1440
 TECNO MOBILE LIMITED/TECNO, TECNO CC7, TECNO-CC7, mt6765, 320dpi, 720x1440
 TECNO MOBILE LIMITED/TECNO, TECNO KC2, TECNO-KC2, mt6761, 320dpi, 720x1440
 TECNO MOBILE LIMITED/TECNO, TECNO KD6, TECNO-KD6, mt6761, 320dpi, 720x1480
 TECNO MOBILE LIMITED/TECNO, TECNO LC7, TECNO-LC7, mt6761, 320dpi, 720x1480
 Ulefone, Armor_6E, Armor_6E, mt6771, 480dpi, 1080x2012
 Ulefone, Armor_3, Armor_3, mt6763, 480dpi, 1080x2016
 Ulefone, Armor 7E, Armor_7E, mt6779, 480dpi, 1080x2115
 Ulefone, Armor_7, Armor_7, mt6779, 480dpi, 1080x2115
 Ulefone, Power Armor 13, Power_Armor_13, mt6785, 480dpi, 1080x2158
 Ulefone, S8_Pro, S8_pro1, mt6735, 320dpi, 720x1184
 Ulefone, Armor X7 Pro, Armor_X7_Pro, mt6761, 320dpi, 720x1248
 Ulefone, U007 Pro, U007_Pro, mt6735, 320dpi, 720x1280
 Ulefone, Ulefone S7, t662_gq_n1616_we, mt6580, 320dpi, 720x1280
 Ulefone, Armor 5S, Armor_5S, mt6763, 320dpi, 720x1344
 Ulefone, Armor X5, Armor_X5, mt6763, 320dpi, 720x1344
 Ulefone, Armor_X, Armor_X, mt6739, 320dpi, 720x1344
 Ulefone, Armor_X3, Armor_X3, mt6580, 320dpi, 720x1344
 Ulefone, Armor X10 Pro, Armor_X10_Pro, mt6762, 320dpi, 720x1408
 Ulefone, Armor X5 Pro, Armor_X5_Pro, mt6762, 320dpi, 720x1408
 Ulefone, Armor X9 Pro, Armor_X9_Pro, mt6762, 320dpi, 720x1408
 Ulefone, Armor 8, Armor_8, mt6771, 320dpi, 720x1412
 Ulefone, Ulefone_Armor_5, Ulefone_Armor_5, mt6763, 320dpi, 720x1416
 Ulefone, Note 9P, Note_9P, mt6762, 320dpi, 720x1444
 Ulefone, Note 14, Note_14, mt6761, 320dpi, 720x1519
 UMIDIGI, Z, g15v97_kw_u8_4m, mt6797, 408dpi, 1080x1838
 UMIDIGI, A5_Pro, A5_Pro, mt6763, 540dpi, 1080x2046
 UMIDIGI, Power 3, Power_3, mt6771, 480dpi, 1080x2088
 UMIDIGI, A7 Pro, A7_Pro, mt6763, 480dpi, 1080x2112
 UMIDIGI, Power, Power, mt6765, 480dpi, 1080x2112
 UMIDIGI, A3, A3, mt6739, 360dpi, 720x1332
 UMIDIGI, S2_LITE, S2_LITE, mt6750T, 360dpi, 720x1359
 UMIDIGI, A3_Pro, A3_Pro, mt6739, 360dpi, 720x1404
 Vertex, Impress Tor, Impress, qcom, 320dpi, 720x1280
 Vertex, Impress_Eagle, Impress_Eagle, mt6580, 320dpi, 720x1280
 Vertex, Impress_Grip, Grip, qcom, 320dpi, 720x1280
 Vertex, Impress_Tor, Impress, qcom, 320dpi, 720x1280
 Vertex, Lion_DC, Lion_DC, mt6580, 320dpi, 720x1280
 WIKO, FEVER, l5460, mt6735, 480dpi, 1080x1776
 WIKO, FEVER, L5460AP25E, mt6735, 480dpi, 1080x1776
 WIKO, U FEEL PRIME, p7201, qcom, 480dpi, 1080x1776
 WIKO, WIM, I9051, qcom, 480dpi, 1080x1776
 WIKO, WIM Lite, p6901, qcom, 480dpi, 1080x1776
 WIKO, View, v12bnlite, qcom, 320dpi, 1344x720
 WIKO, HIGHWAY PURE, l9010, qcom, 320dpi, 720x1184
 WIKO, HIGHWAY STAR, l5560ae, mt6752, 320dpi, 720x1184
 WIKO, PULP, S5420, mt6592, 320dpi, 720x1184
 WIKO, PULP 4G, l5421, qcom, 320dpi, 720x1184
 WIKO, RAINBOW JAM, s5254, mt6580, 320dpi, 720x1184
 WIKO, RAINBOW UP, s5400, mt6582, 320dpi, 720x1184
 WIKO, RIDGE 4G, l5510, qcom, 320dpi, 720x1184
 WIKO, RIDGE FAB 4G, l5320, qcom, 320dpi, 720x1184
 WIKO, ROBBY, V3750AN, mt6580, 320dpi, 720x1184
 WIKO, SLIDE2, S5260, mt6592, 320dpi, 720x1184
 WIKO, U FEEL, P6601AE, mt6735, 320dpi, 720x1184
 WIKO, U FEEL, P6609BC, mt6735, 320dpi, 720x1184
 WIKO, U FEEL, P6609BCD, mt6735, 320dpi, 720x1184
 WIKO, U FEEL LITE, P4601AN, mt6735, 320dpi, 720x1184
 WIKO, U PULSE, v3961, mt6735, 320dpi, 720x1184
 WIKO, U PULSE LITE, v3971, mt6735, 320dpi, 720x1184
 WIKO, GETAWAY, wiko, mt6582, 320dpi, 720x1280
 WIKO, HARRY, v3953, mt6735, 320dpi, 720x1280
 WIKO, LENNY3, V3702AN, mt6580, 320dpi, 720x1280
 WIKO, LENNY3 MAX, V3802AN, mt6580, 320dpi, 720x1280
 WIKO, RAINBOW, wiko, mt6582, 320dpi, 720x1280
 WIKO, RAINBOW 4G, wiko, mt6582, 320dpi, 720x1280
 WIKO, View Prime, V12BN, qcom, 320dpi, 720x1344
 WIKO, W_K400, W_K400, mt6580, 320dpi, 720x1344
 WIKO, W_P200, W_P200, mt6739, 320dpi, 720x1344
 WIKO, WC300SN, WC300SN, mt6739, 320dpi, 720x1344
 WIKO, W-V720-EEA, W-V720, v720, 320dpi, 720x1344
 WIKO, W-P311-EEA, W-P311, mt6765, 280dpi, 720x1377
 WIKO, W-V680-EEA, W-V680, mt6761, 280dpi, 720x1382
 WIKO, View2 Go, W-P220, qcom, 320dpi, 720x1416
 WIKO, W-K610-FRA, W-K610, mt6761, 280dpi, 720x1419
 WIKO, W-V850-EEA, W-V850, mt6765, 306dpi, 720x1434
 WIKO, W_C800, W_C800, qcom, 306dpi, 720x1436
 WIKO, W-V851-EEA, W-V851, mt6762, 280dpi, 720x1442
 WIKO, W-V830-EEA, W-V830, mt6765, 280dpi, 720x1466
 WIKO, W-V755-EEA, W-V755, mt6765, 326dpi, 720x1489
 WIKO, W-V745-EEA, W-V745, mt6762, 280dpi, 720x1503
 WIKO, W-V750BN-EEA, W-V750BN, mt6765, 260dpi, 720x1509
 Xiaomi, Redmi Note 4, mido, qcom, 420dpi, 1080x1920
 Xiaomi, MI 5s Plus, natrium, qcom, 440dpi, 1080x1920
 Xiaomi, MI MAX, helium, qcom, 440dpi, 1080x1920
 Xiaomi, MI MAX, hydrogen, qcom, 440dpi, 1080x1920
 Xiaomi, Mi Note 2, scorpio, qcom, 440dpi, 1080x1920
 Xiaomi, Mi Note 3, jason, q, 440dpi, 1080x1920
 Xiaomi, Mi Note 3, jason, qcom, 440dpi, 1080x1920
 Xiaomi, MI NOTE LTE, virgo, qcom, 440dpi, 1080x1920
 Xiaomi, MIX, lithium, qcom, 440dpi, 1080x1920
 Xiaomi, Redmi 4 Prime, markw, qcom, 440dpi, 1080x1920
 Xiaomi, Mi 4i, ferrari, qcom, 480dpi, 1080x1920
 Xiaomi, MI 4LTE, cancro, qcom, 480dpi, 1080x1920
 Xiaomi, MI 4LTE, cancro_lte_ct, qcom, 480dpi, 1080x1920
 Xiaomi, MI 4W, cancro, qcom, 480dpi, 1080x1920
 Xiaomi, MI 5C, meri, meri, 480dpi, 1080x1920
 Xiaomi, MI 5C, meri, song, 480dpi, 1080x1920
 Xiaomi, MI 5s, capricorn, qcom, 480dpi, 1080x1920
 Xiaomi, Mi-4c, libra, qcom, 480dpi, 1080x1920
 Xiaomi, Mi5, gemini, qcom, 480dpi, 1080x1920
 Xiaomi, Redmi Note 2, hermes, mt6795, 480dpi, 1080x1920
 Xiaomi, Redmi Note 3, hennessy, mt6795, 480dpi, 1080x1920
 Xiaomi, Redmi Note 3, kate, qcom, 480dpi, 1080x1920
 Xiaomi, Redmi Note 3, kenzo, qcom, 480dpi, 1080x1920
 Xiaomi, Redmi Note 4, nikel, mt6797, 480dpi, 1080x1920
 Xiaomi, Redmi Note 4X, nikel, mt679, 480dpi, 1080x1920
 Xiaomi, Redmi Note 4X, nikel, mt6797, 480dpi, 1080x1920
 Xiaomi, MI MAX 2, oxygen, qcom, 503dpi, 1080x1920
 Xiaomi, MI 5, gemini, qcom, 540dpi, 1080x1920
 Xiaomi, MI 6, sagit, qcom, 540dpi, 1080x1920
 Xiaomi, POCO F1, beryllium, qcom, 440dpi, 1080x2026
 Xiaomi, POCOPHONE F1, beryllium, qcom, 440dpi, 1080x2026
 Xiaomi, MI 8, dipper, qcom, 440dpi, 1080x2028
 Xiaomi, MI 8 Pro, equuleus, qcom, 440dpi, 1080x2028
 Xiaomi, MI 8 SE, sirius, qcom, 540dpi, 1080x2028
 Xiaomi, Mi MIX 2S, polaris, qco, 440dpi, 1080x2030
 Xiaomi, MIX 2, chiron, qcom, 440dpi, 1080x2030
 Xiaomi, MI MAX 3, nitrogen, qcom, 461dpi, 1080x2030
 Xiaomi, Mi MIX 2S, polaris, qcom, 490dpi, 1080x2030
 Xiaomi, Mi MIX 2, chiron, qcom, 540dpi, 1080x2030
 Xiaomi, Redmi Note 5, whyred, qcom, 392dpi, 1080x2042
 Xiaomi, Redmi Note 6 Pro, tulip, qcom, 440dpi, 1080x2060
 Xiaomi, Mi A2, whyred, qcom, 408dpi, 1080x2067
 Xiaomi, Redmi Note 7, lavender, qcom, 500dpi, 1080x2111
 Xiaomi, Mi 10, umi, qcom, 440dpi, 1080x2120
 Xiaomi, Mi 9 Lite, pyxis, qcom, 461dpi, 1080x2134
 Xiaomi, MI 9 Transparent Edition, cepheus, qcom, 440dpi, 1080x2135
 Xiaomi, MI CC 9, pyxis, qcom, 440dpi, 1080x2135
 Xiaomi, MI 9, cepheus, qcom, 540dpi, 1080x2135
 Xiaomi, MI CC9 Pro Premium Edition, tucana, qcom, 440dpi, 1080x2138
 Xiaomi, Mi Note 10, tucana, qcom, 461dpi, 1080x2138
 Xiaomi, Mi Note 10 Lite, toco, qcom, 461dpi, 1080x2138
 Xiaomi, Mi Note 10 Pro, tucana, qcom, 490dpi, 1080x2138
 Xiaomi, 2109119DG, lisa, qcom, 461dpi, 1080x2160
 Xiaomi, Mi 9T Pro, raphael, qcom, 440dpi, 1080x2164
 Xiaomi, M2101K9AG, courbet, qcom, 440dpi, 1080x2166
 Xiaomi, M2101K9G, renoir, qcom, 461dpi, 1080x2166
 Xiaomi, 2210129SG, ziyi, qcom, 440dpi, 1080x2170
 Xiaomi, 2203129G, taoyao, qcom, 440dpi, 1080x2172
 Xiaomi, M2011K2G, venus, qcom, 420dpi, 1080x2173
 Xiaomi, M2007J17G, gauguin, qcom, 440dpi, 1080x2178
